Hugo_Symbol,Mutation_load
RUVBL1,0.008771929824561403
MED23,0.008771929824561403
TOB1,0.008695652173913044
E2F3,0.008602150537634409
MEF2C,0.008456659619450317
HNF4A,0.008438818565400843
ID3,0.008403361344537815
FOXP2,0.008391608391608392
KLF8,0.008356545961002786
KLF4,0.008350730688935281
STAT6,0.008264462809917356
MEN1,0.008130081300813009
SRSF1,0.008064516129032258
NR4A3,0.007987220447284345
MTF1,0.00796812749003984
HNF1A,0.00792393026941363
TFPT,0.007905138339920948
SRF,0.007874015748031496
CHD4,0.007845188284518828
SF1,0.00782472613458529
KCNIP3,0.0078125
SPEN,0.007641921397379912
NAB2,0.007619047619047619
ESR2,0.007547169811320755
ZNF350,0.007518796992481203
MSX2,0.00749063670411985
ID2,0.007462686567164179
SPI1,0.007407407407407408
ATF1,0.007380073800738007
TCF12,0.007331378299120235
HIF1A,0.007263922518159807
CRABP2,0.007246376811594203
ZNF175,0.007032348804500703
EAPP,0.007017543859649123
DLX5,0.006920415224913495
EPAS1,0.006896551724137931
GCM1,0.006880733944954129
E2F1,0.006864988558352402
ATRX,0.006821829855537721
HLF,0.006779661016949152
PHB2,0.006688963210702341
PAX8,0.006666666666666667
ZNF300,0.006622516556291391
ZNF239,0.006550218340611353
TSC22D1,0.0065237651444548
NR1H2,0.006521739130434782
TFAP2B,0.006521739130434782
TCF7L2,0.006462035541195477
ID1,0.0064516129032258064
USF1,0.0064516129032258064
PPARA,0.00641025641025641
SP3,0.006402048655569782
PIAS3,0.006369426751592357
APC,0.006331340133661625
BTG2,0.006329113924050633
APEX1,0.006289308176100629
TP73,0.006289308176100629
FOXD3,0.006276150627615063
PPARGC1A,0.006265664160401002
POU2F2,0.006263048016701462
TRPS1,0.00624512099921936
IRF1,0.006153846153846154
FOSL2,0.006134969325153374
HEYL,0.006097560975609756
HOXC13,0.006060606060606061
JUN,0.006042296072507553
CTCFL,0.006033182503770739
MEF2A,0.006012024048096192
TCFL5,0.006
TCF4,0.005997001499250375
COPS5,0.005988023952095809
BCL11A,0.005988023952095809
SPDEF,0.005970149253731343
BACH2,0.005945303210463734
FOXO4,0.005940594059405941
CREB1,0.005865102639296188
HDAC11,0.005763688760806916
NFYA,0.005763688760806916
MEF2D,0.005758157389635317
ATF4,0.005698005698005698
SALL4,0.005698005698005698
SMARCA1,0.0056925996204933585
HSF1,0.005671077504725898
OTX1,0.005649717514124294
RB1CC1,0.0056461731493099125
KLF2,0.005633802816901409
URI1,0.005607476635514018
NFATC3,0.005581395348837209
NR5A2,0.005545286506469501
DNMT3A,0.005482456140350877
ERF,0.005474452554744526
ZNF382,0.005454545454545455
PROX1,0.005427408412483039
CHD8,0.005424254165052305
WWP1,0.005422993492407809
DAXX,0.005405405405405406
ZNF267,0.005383580080753701
STAT4,0.0053475935828877
RFX3,0.0053404539385847796
DEAF1,0.005309734513274336
FOS,0.005263157894736842
SATB1,0.005242463958060288
FOXM1,0.005242463958060288
LHX4,0.005128205128205128
SP4,0.00510204081632653
IRF9,0.005089058524173028
NR3C2,0.00508130081300813
TNFAIP3,0.005063291139240506
ELF2,0.00505902192242833
MTA3,0.005050505050505051
STAT5A,0.005037783375314861
TGIF1,0.004987531172069825
KLF12,0.004975124378109453
MBD1,0.0049586776859504135
NFE2L2,0.0049586776859504135
ZEB2,0.004942339373970346
HIRA,0.004916420845624385
HOXA10,0.004878048780487805
MBD2,0.004866180048661801
BTF3,0.0048543689320388345
MSC,0.0048543689320388345
BRCA1,0.004830917874396135
ELL,0.004830917874396135
ZHX2,0.0047789725209080045
PAX6,0.004739336492890996
KDM4C,0.004734848484848485
CLOCK,0.004728132387706856
SMAD3,0.004705882352941176
IRF3,0.00468384074941452
DDB2,0.00468384074941452
ELK1,0.004672897196261682
NEUROG3,0.004672897196261682
HDAC3,0.004672897196261682
SP7,0.004640371229698376
HDAC4,0.004612546125461255
NR1I2,0.004608294930875576
TEAD4,0.004608294930875576
EWSR1,0.004573170731707317
PML,0.0045351473922902496
SOX11,0.0045351473922902496
MXD1,0.004524886877828055
GLI1,0.0045207956600361665
ATF6,0.004477611940298508
HDAC5,0.004456327985739751
ZBTB14,0.004454342984409799
TFAP2C,0.0044444444444444444
ETV6,0.004424778761061947
FLI1,0.004424778761061947
TP63,0.004411764705882353
GABPA,0.004405286343612335
SKIL,0.0043859649122807015
FOXA2,0.00437636761487965
KLF5,0.00437636761487965
NCOA6,0.004362578768783325
HOXA7,0.004347826086956522
THRB,0.004338394793926247
DNMT1,0.004331683168316832
RXRA,0.004329004329004329
NFIL3,0.004329004329004329
NFATC2,0.004324324324324324
NRIP1,0.004317789291882556
RB1,0.004310344827586207
MYCN,0.004310344827586207
KDM2A,0.004302925989672977
PGR,0.004287245444801715
ETS2,0.0042643923240938165
NR0B1,0.00425531914893617
HOXC6,0.00425531914893617
SMARCA4,0.004250151791135397
BCL6,0.00424929178470255
SERTAD1,0.00423728813559322
ASCL1,0.00423728813559322
APBB1,0.004225352112676056
SOX4,0.004219409282700422
RNF14,0.004219409282700422
GZF1,0.004219409282700422
NRL,0.004219409282700422
TBX2,0.004213483146067416
EGR2,0.004201680672268907
MAZ,0.0041928721174004195
PAX3,0.0041753653444676405
HIPK2,0.004173622704507512
DLX4,0.004166666666666667
KLF10,0.004166666666666667
HDGF,0.004166666666666667
RFWD2,0.004103967168262654
KLF9,0.004098360655737705
HDAC2,0.004098360655737705
NCOA2,0.004098360655737705
SATB2,0.004092769440654843
BACH1,0.004076086956521739
SPIC,0.004032258064516129
ARID1B,0.004025044722719142
STAT1,0.004
NFIX,0.00398406374501992
PER2,0.00398406374501992
TFCP2,0.00398406374501992
NRF1,0.003976143141153081
IKBKB,0.003968253968253968
GCM2,0.003952569169960474
HCFC1,0.003931203931203931
SOX9,0.003929273084479371
PIAS4,0.00392156862745098
POU2AF1,0.00390625
KLF11,0.00390625
ZBTB2,0.0038910505836575876
TLE3,0.0038860103626943004
NFE2L1,0.0038860103626943004
WT1,0.0038684719535783366
IKZF1,0.0038535645472061657
HOXC9,0.0038461538461538464
VEZF1,0.003838771593090211
ZNF217,0.003816793893129771
FUS,0.0038022813688212928
GLI3,0.0037974683544303796
SNAI1,0.003787878787878788
ZNF148,0.003778337531486146
MLLT10,0.003745318352059925
RBL1,0.003745318352059925
SNAI2,0.0037313432835820895
EP300,0.003728251864125932
CITED2,0.003703703703703704
HHEX,0.003703703703703704
FOSL1,0.0036900369003690036
HOXA9,0.003676470588235294
PRDM1,0.0036363636363636364
TRIM28,0.003592814371257485
HNF1B,0.003590664272890485
HES1,0.0035714285714285713
L3MBTL1,0.0035714285714285713
E2F6,0.0035587188612099642
ZEB1,0.0035587188612099642
MLXIPL,0.0035211267605633804
PRDM14,0.0035026269702276708
SP100,0.0034129692832764505
EBF3,0.003355704697986577
ILF3,0.003355704697986577
NFKB2,0.0033333333333333335
CREM,0.0033333333333333335
EHF,0.0033333333333333335
CUX1,0.0033222591362126247
ZMYND11,0.0033222591362126247
TEF,0.0033003300330033004
MSX1,0.0033003300330033004
CREBBP,0.003276003276003276
SP2,0.0032626427406199023
AR,0.003260869565217391
NR1D1,0.003257328990228013
NCOA4,0.003257328990228013
RFX5,0.003246753246753247
MKL1,0.00322234156820623
ARNTL,0.003194888178913738
CDX2,0.003194888178913738
NFATC1,0.003181336161187699
PITX2,0.0031545741324921135
ARNTL2,0.0031446540880503146
ANKRD1,0.003134796238244514
ZNF143,0.003134796238244514
NFKB1,0.0030991735537190084
BRD7,0.0030721966205837174
SUPT3H,0.003048780487804878
AIP,0.0030303030303030303
TAL1,0.0030211480362537764
GTF2I,0.003006012024048096
KAT6A,0.0029940119760479044
HDAC10,0.0029895366218236174
FOXO3,0.0029717682020802376
PARP1,0.0029585798816568047
RAD51,0.0029498525073746312
TBP,0.0029498525073746312
PAX4,0.0029154518950437317
PCGF2,0.0029069767441860465
POLR1A,0.0029069767441860465
JUNB,0.002881844380403458
MYBL2,0.002857142857142857
DACH1,0.0028328611898017
SFPQ,0.002828854314002829
ZNF224,0.002828854314002829
ATOH1,0.002824858757062147
NCOA3,0.0028089887640449437
TRIB3,0.002793296089385475
POU5F1,0.002777777777777778
TAF4,0.0027649769585253456
KDM4B,0.002737226277372263
ZNF24,0.002717391304347826
SUZ12,0.0027063599458728013
ELF3,0.0026954177897574125
NKX2-1,0.0026954177897574125
FOXE1,0.002680965147453083
EZH2,0.002680965147453083
MAF,0.002680965147453083
DEK,0.0026666666666666666
CIITA,0.002654867256637168
ABL1,0.002654867256637168
ERCC2,0.002631578947368421
SREBF2,0.0026292725679228747
ATM,0.002617801047120419
STAT3,0.0025974025974025974
SMARCB1,0.0025974025974025974
SLC2A4RG,0.002583979328165375
EGR3,0.002583979328165375
SIRT2,0.002570694087403599
TSG101,0.002564102564102564
PAX5,0.0025575447570332483
IFI16,0.0025477707006369425
PA2G4,0.0025380710659898475
TP53BP1,0.002535496957403651
ARNT,0.0025348542458808617
LHX3,0.0025188916876574307
LEF1,0.002506265664160401
SETBP1,0.002506265664160401
ZBTB17,0.0024906600249066002
SRCAP,0.002476780185758514
LRRFIP1,0.0024752475247524753
TFDP3,0.0024691358024691358
LHX2,0.0024630541871921183
HNF4G,0.0024509803921568627
SSB,0.0024509803921568627
ZNF160,0.0024449877750611247
NR2E3,0.0024390243902439024
LDB1,0.0024330900243309003
ZFHX3,0.0024304617877396704
KAT2B,0.002403846153846154
KLF15,0.002403846153846154
PAX2,0.002398081534772182
POU4F1,0.002386634844868735
RREB1,0.0023710729104919974
NR2F1,0.002364066193853428
SIN3A,0.002356637863315004
STAT2,0.0023501762632197414
IRF8,0.002347417840375587
PBX2,0.002325581395348837
FOXP3,0.002320185614849188
NFRKB,0.0023094688221709007
PKNOX1,0.0022935779816513763
CTBP1,0.0022727272727272726
PPARD,0.0022675736961451248
GATA4,0.0022624434389140274
POU3F2,0.002257336343115124
NR1H3,0.0022371364653243847
BCL3,0.0022026431718061676
E2F7,0.0021953896816684962
NR5A1,0.0021691973969631237
ONECUT1,0.002150537634408602
SOX10,0.002145922746781116
MYOCD,0.0021321961620469083
XPC,0.002127659574468085
GATA2,0.0020833333333333333
NCOA1,0.002081887578070784
ERG,0.00205761316872428
FOXG1,0.002044989775051125
HSF4,0.0020325203252032522
PLAGL2,0.0020161290322580645
MDM2,0.002012072434607646
RBPJ,0.002
IRF7,0.0019880715705765406
NFIC,0.001968503937007874
NFIA,0.0019646365422396855
KAT5,0.001949317738791423
CREB3L1,0.0019267822736030828
MITF,0.0019011406844106464
HSF2,0.0018656716417910447
RELA,0.0018148820326678765
FOXC1,0.0018083182640144665
AATF,0.0017857142857142857
RBL2,0.001755926251097454
ZNF76,0.0017543859649122807
SREBF1,0.0017436791630340018
RELB,0.0017271157167530224
NELFB,0.0017241379310344827
TTF2,0.0017211703958691911
ZBTB7A,0.0017123287671232876
GATA6,0.0016806722689075631
NR2C2,0.0016778523489932886
NR4A2,0.0016722408026755853
NR4A1,0.0016722408026755853
REL,0.0016155088852988692
PIAS2,0.001610305958132045
NCOR2,0.0015910898965791568
ECD,0.0015527950310559005
SUGP1,0.0015503875968992248
ZNF202,0.0015432098765432098
FOXN1,0.0015432098765432098
SALL3,0.0015384615384615385
PIAS1,0.0015360983102918587
CBFA2T3,0.0015313935681470138
SIM2,0.0014992503748125937
MTA2,0.0014970059880239522
ZBTB16,0.0014858841010401188
ZBTB5,0.0014771048744460858
XRCC5,0.001366120218579235
MZF1,0.0013623978201634877
POU2F1,0.0013458950201884253
SIRT1,0.0013386880856760374
SMURF2,0.001336898395721925
NFAT5,0.0013063357282821686
TRRAP,0.001295672454003628
BARD1,0.001287001287001287
NR3C1,0.001287001287001287
CTNNB1,0.0012804097311139564
SP1,0.0012738853503184713
STAT5B,0.0012706480304955528
MED1,0.001265022137887413
GLI2,0.0012610340479192938
UHRF1,0.0012610340479192938
TOP2B,0.0012300123001230013
E2F8,0.0011534025374855825
SND1,0.001098901098901099
BTAF1,0.001081665765278529
DENND4A,0.0010735373054213634
HDAC7,0.0010504201680672268
HDAC9,0.0009891196834817012
CEBPZ,0.0009487666034155598
REST,0.0009115770282588879
TRERF1,0.0008333333333333334
EHMT2,0.0008264462809917355
PER1,0.0007751937984496124
NOTCH3,0.00043084877208099956
